代码,名称,县(区、市、旗),地区(市、州、盟),省(自治区、直辖市),中心经度(度),中心经度(分),中心经度(秒),中心纬度(度),中心纬度(分),中心纬度(秒),8.行业类别_代码,14.工业总产值（万元）,10.企业规模
520111003204G177532722800,贵阳龙行神洲汽车修理有限责任公司,花溪区,贵阳市,贵州省,106,39,46,26,29,53,3726,45,3
520111003204G177534756000,贵阳燎原电器设备厂,花溪区,贵阳市,贵州省,106,39,48,26,29,48,3924,200,3
520111003204G1L0327127100,贵阳花溪上水砂厂,花溪区,贵阳市,贵州省,106,40,44,26,28,59,1011,95,3
520111003204G1X2223934000,贵阳花溪味佳全酱菜调味食品厂,花溪区,贵阳市,贵州省,106,40,0,26,29,46,1399,17.6,3
520111003205G121441832200,贵州民族药业股份有限公司,花溪区,贵阳市,贵州省,106,40,10,26,28,13,2730,556.9,3
520111003205G121456032900,贵阳市花溪水泥厂,花溪区,贵阳市,贵州省,106,39,52,26,27,29,3111,1315.7,3
520111003205G1520111G0006,贵阳花溪顺达利食品厂,花溪区,贵阳市,贵州省,106,40,13,26,27,24,1391,80,3
520111003205G1520111G0008,徐贵宝豆腐坊,花溪区,贵阳市,贵州省,106,40,16,26,27,25,1392,4.5,3
520111003205G167071541900,贵阳富隆佳饲料有限公司,花溪区,贵阳市,贵州省,106,40,58,26,28,13,1320,10,3
520111003205G167074778700,贵州天援电器有限公司贵阳第一分公司,花溪区,贵阳市,贵州省,106,41,15,26,20,10,3591,150,3
520111003205G168395474200,贵阳科同塑胶制品有限公司,花溪区,贵阳市,贵州省,106,40,59,26,28,19,3090,34.8,1
520111003205G169270061300,贵阳花溪正捷塑料有限公司,花溪区,贵阳市,贵州省,106,40,11,26,27,45,3030,300,3
520111003205G1L0329397200,贵阳花溪好多利食品厂,花溪区,贵阳市,贵州省,106,39,55,26,27,18,1391,500,3
520111003205G1L1287317800,贵阳花溪亨利汽车修理厂,花溪区,贵阳市,贵州省,106,40,17,26,27,24,3726,5,3
520111101000G1520111G0333,郭先菊豆制品加工坊,花溪区,贵阳市,贵州省,106,41,6,26,19,54,1392,1.2,3
520111101000G1520111G3370,贵阳道然矿物质营养素科技有限公司,花溪区,贵阳市,贵州省,,,,,,,1370,0,3
520111101001G1520111G0188,王德红米面加工厂,花溪区,贵阳市,贵州省,106,41,6,26,19,54,1431,23.8,3
520111101001G1520111G0192,李培秀豆腐加工坊,花溪区,贵阳市,贵州省,106,41,9,26,20,18,1392,3.5,3
520111101001G1520111G0197,贵阳花溪青岩古镇双花醋厂,花溪区,贵阳市,贵州省,106,41,16,26,20,4,1462,15.1,3
520111101001G1520111G0199,郭先菊豆腐加工厂,花溪区,贵阳市,贵州省,106,41,6,26,19,54,1392,36.5,3
520111101001G1520111G0223,余氏豆腐制造厂,花溪区,贵阳市,贵州省,106,41,9,26,20,18,1392,11.7,3
520111101001G1520111G0224,史发顺豆腐加工厂,花溪区,贵阳市,贵州省,106,41,16,26,20,4,1392,12.5,3
520111101001G1520111G0225,张德平豆腐制造坊,花溪区,贵阳市,贵州省,106,41,16,26,20,4,1392,11.7,3
520111101001G166299855100,贵阳花溪荣达食品厂,花溪区,贵阳市,贵州省,106,41,16,26,20,4,1370,50,3
520111101002G1520111G0191,贵阳花溪青岩黄记玫瑰糖,花溪区,贵阳市,贵州省,106,40,4,26,20,4,1340,17.5,3
520111101002G1520111G0194,贵阳花溪青岩黄老伯玫瑰糖厂,花溪区,贵阳市,贵州省,106,40,4,26,20,4,1340,25.6,3
520111101002G1520111G0222,贵阳花溪平源豆腐加工厂,花溪区,贵阳市,贵州省,106,40,4,26,20,4,1392,3.6,3
520111101002G1520111G0226,贵阳花溪青岩黄家玫瑰糖厂,花溪区,贵阳市,贵州省,106,40,4,26,20,4,1340,43.8,3
520111101201G1520111G0190,陈来发豆腐加工厂,花溪区,贵阳市,贵州省,106,41,6,26,19,54,1392,16.45,3
520111101201G1520111G0193,刘贤玉豆腐制造厂,花溪区,贵阳市,贵州省,106,41,16,26,20,4,1392,10.6,3
520111101201G1520111G0195,王家玫瑰糖,花溪区,贵阳市,贵州省,106,41,6,26,19,54,1340,6,3
520111101201G1520111G0196,王胖子玫瑰糖,花溪区,贵阳市,贵州省,106,41,6,26,19,54,1340,4.8,3
520111101201G1520111G0205,贵阳花溪建林野生食品厂,花溪区,贵阳市,贵州省,106,41,6,26,19,54,1370,60,3
520111101201G1520111G0206,邵代惠米粉加工厂,花溪区,贵阳市,贵州省,106,41,6,26,19,54,1431,29.2,3
