代码,名称,县(区、市、旗),地区(市、州、盟),省(自治区、直辖市),中心经度(度),中心经度(分),中心经度(秒),中心纬度(度),中心纬度(分),中心纬度(秒),8.行业类别_代码,14.工业总产值（万元）,10.企业规模
520123000000G1520123G0006,修文县兴建预制构件厂,修文县,贵阳市,贵州省,106,37,7,26,51,48,3122,4,3
520123000000G1520123G0009,修文县华龙新型材料标砖厂,修文县,贵阳市,贵州省,106,45,4,26,51,19,3121,2,3
520123000000G1520123G0010,修文县合力机械水泥瓦厂,修文县,贵阳市,贵州省,106,37,24,26,52,17,3129,120,3
520123000000G1520123G0012,修文县龙场镇兴黔建材厂,修文县,贵阳市,贵州省,106,34,40,26,46,38,3121,12,3
520123000000G1520123G0014,修文县龙场镇君舰水泥预制构件厂,修文县,贵阳市,贵州省,106,37,7,26,51,48,3122,1.1,3
520123000000G1520123G0016,修文县六桶乡永华砖厂,修文县,贵阳市,贵州省,106,26,43,27,4,34,3121,30,3
520123000000G1520123G0017,修文县鸿跃标砖厂,修文县,贵阳市,贵州省,106,37,55,26,52,44,3121,70,3
520123000000G1520123G0018,修文县龙场镇普陀预制构件厂,修文县,贵阳市,贵州省,106,40,18,26,54,8,3122,35,3
520123000000G1520123G0019,修文县王五砖厂,修文县,贵阳市,贵州省,106,26,32,27,6,16,3121,30,3
520123000000G1520123G0020,修文县六桶乡昌贵砖厂,修文县,贵阳市,贵州省,106,26,27,27,5,24,3121,30,3
520123000000G1520123G0021,修文县扎佐镇秦杨木材加工厂,修文县,贵阳市,贵州省,106,41,37,26,44,13,2029,20,3
520123000000G1520123G0022,修文县华鑫机压炭厂,修文县,贵阳市,贵州省,106,39,43,26,52,30,3191,3.8,3
520123000000G1520123G0023,修文县龙场镇军民预制板厂,修文县,贵阳市,贵州省,106,39,12,26,53,9,3122,30,3
520123000000G1520123G0024,修文县六广镇新中村标砖厂,修文县,贵阳市,贵州省,106,25,51,26,58,43,3121,4,3
520123000000G1520123G0025,修文县六桶乡孟老二砖厂,修文县,贵阳市,贵州省,106,26,35,26,57,34,3121,15,3
520123000000G1520123G0026,修文县六桶乡兴贵水泥砖厂,修文县,贵阳市,贵州省,106,26,35,27,6,21,3121,10,3
520123000000G1520123G0029,修文县六广镇广田白酒厂,修文县,贵阳市,贵州省,106,28,33,26,58,58,1521,40,3
520123000000G1520123G0030,修文县扎佐镇集中屠宰点,修文县,贵阳市,贵州省,106,43,19,26,51,37,1351,15,3
520123000000G1520123G0031,修文县久长镇生猪集中屠宰点,修文县,贵阳市,贵州省,106,52,14,26,55,43,1351,8,3
520123000000G1520123G0032,贵州省修文县三角山水泥厂（石灰石矿）,修文县,贵阳市,贵州省,106,35,18,26,49,1,1011,1033,3
520123000000G1520123G0033,修文县扎佐镇宇贵采石厂,修文县,贵阳市,贵州省,106,40,24,26,48,6,1011,62.5,3
520123000000G1520123G0034,修文县龙场镇宏华砂石厂,修文县,贵阳市,贵州省,106,38,36,26,53,15,1011,50,3
520123000000G1520123G0035,贵阳利尔建材有限公司采石场,修文县,贵阳市,贵州省,106,40,46,26,51,57,1011,112,3
520123000000G1520123G0036,修文县渝鑫水泥制造有限公司石灰石开采场,修文县,贵阳市,贵州省,106,41,27,26,51,27,1011,40,3
520123000000G1520123G0037,修文县谷堡上硐铝铁矿山,修文县,贵阳市,贵州省,106,31,8,26,49,47,916,0,3
520123000000G1520123G0038,贵州文德矿冶有限公司,修文县,贵阳市,贵州省,106,37,8,26,52,31,3210,0,3
520123000000G1520123G0039,修文县六桶乡光云水泥空心砖厂,修文县,贵阳市,贵州省,,,,,,,3122,0,3
520123000000G1520123G0040,修文县马家桥龙德标砖厂,修文县,贵阳市,贵州省,,,,,,,3122,0,3
520123000000G1520123G0041,修文县茶田建材厂,修文县,贵阳市,贵州省,,,,,,,3131,0,3
520123000000G1520123G0042,修文县龙场镇双兵水泥预制构件厂,修文县,贵阳市,贵州省,106,39,1,26,52,29,3122,0,3
520123000000G1520123G0043,修文县马口预制构件厂,修文县,贵阳市,贵州省,106,34,45,26,46,37,3122,0,3
520123000000G1520123G0044,修文县谷堡尖山烂冲煤矿,修文县,贵阳市,贵州省,,,,,,,610,0,3
520123000000G1520123G0045,修文县矿产品加工厂,修文县,贵阳市,贵州省,,,,,,,1000,0,3
520123000000G1520123G0046,修文县久长镇马江硅矿开采场,修文县,贵阳市,贵州省,,,,,,,1000,0,3
520123000000G1520123G0047,修文县龙场镇马家桥贞龙预制构件厂,修文县,贵阳市,贵州省,,,,,,,3122,0,3
520123000000G1520123G0048,贵州方铭矿业有限公司,修文县,贵阳市,贵州省,106,41,37,26,52,27,610,0,3
520123000000G1520123G0049,修文县扎佐镇宏鑫塑料厂,修文县,贵阳市,贵州省,106,41,38,26,52,53,3148,0,3
520123000000G1520123G0050,贵州昊天矿产开发有限公司,修文县,贵阳市,贵州省,,,,,,,1000,0,3
520123000000G1520123G0051,修文县腾达塑料厂,修文县,贵阳市,贵州省,106,35,13,26,47,41,3148,0,3
520123000000G1520123G0052,修文县六桶乡清水沟煤矿,修文县,贵阳市,贵州省,106,42,30,26,52,7,610,0,3
520123000000G1520123G0053,贵州浩诚药业有限公司,修文县,贵阳市,贵州省,106,43,4,26,50,10,2740,0,3
520123000000G1520123G0054,修文县六广镇银山煤矿,修文县,贵阳市,贵州省,106,27,12,26,59,17,610,0,3
520123000000G1520123G0055,修文县普陀毛山洞砂石厂,修文县,贵阳市,贵州省,106,40,9,26,54,7,1011,0,3
520123000000G1520123G0056,贵阳市修文县谷堡乡大营煤矿,修文县,贵阳市,贵州省,106,26,48,26,47,55,610,0,3
520123000000G1520123G0057,修文县星杨水泥制品厂,修文县,贵阳市,贵州省,106,35,10,26,49,3,3139,0,3
520123000000G1520123G0058,修文县兴林耐火材料厂,修文县,贵阳市,贵州省,106,34,23,26,48,44,810,0,3
520123000000G1520123G0059,修文县大石乡何家湾煤矿,修文县,贵阳市,贵州省,106,27,42,27,0,50,610,0,3
520123000000G1520123G0060,修文县龙场镇信达水泥预制板厂,修文县,贵阳市,贵州省,,,,,,,3122,0,3
520123000000G1520123G0061,贵州宏和矿业有限公司,修文县,贵阳市,贵州省,,,,,,,810,0,3
520123000000G1520123G0062,修文县金桥煤矿,修文县,贵阳市,贵州省,,,,,,,610,0,3
520123000000G1520123G0063,修文县卡实好采石场,修文县,贵阳市,贵州省,106,34,55,26,46,40,1011,0,3
520123000000G1520123G0064,修文县六屯火石坝硅矿山,修文县,贵阳市,贵州省,106,48,15,26,56,20,1000,0,3
520123000000G1520123G0065,修文县普陀村联合砂石厂,修文县,贵阳市,贵州省,106,40,11,26,53,55,1011,0,3
520123000000G1520123G0066,修文县久长镇芦山页岩开采场,修文县,贵阳市,贵州省,106,43,18,26,57,40,1011,0,3
520123000000G1520123G0067,贵阳创诚有限公司,修文县,贵阳市,贵州省,106,33,38,26,55,2,3210,0,3
520123000000G160543805500,修文县龙场镇海滔采石场,修文县,贵阳市,贵州省,106,39,27,26,53,36,1011,28,3
520123000000G162220117300,贵州四达矿产有限公司,修文县,贵阳市,贵州省,106,35,30,26,49,50,3169,526,3
520123000000G162220202900,贵州安泰药业有限公司,修文县,贵阳市,贵州省,106,42,6,26,48,24,2740,14104.1,3
520123000000G162220401600,贵州维康药业有限公司,修文县,贵阳市,贵州省,106,43,7,26,49,30,2740,29000,3
520123000000G162220408300,贵州喜儿康药业有限公司,修文县,贵阳市,贵州省,106,43,7,26,49,30,2740,979.5,3
520123000000G166297153500,贵阳益明源药业有限公司,修文县,贵阳市,贵州省,106,36,21,26,51,38,2730,40,3
520123000000G166299789000,贵州鑫益能陶粒支撑剂有限公司,修文县,贵阳市,贵州省,106,43,53,26,48,42,3169,4247,3
520123000000G167074721800,修文县龙场镇振兴砂石厂,修文县,贵阳市,贵州省,106,34,23,26,51,12,1011,55.2,3
520123000000G167540579400,贵州林海陶粒制造有限公司,修文县,贵阳市,贵州省,106,41,24,26,51,31,3169,1189.4,3
520123000000G167540651900,贵州森茂新型墙体材料有限公司,修文县,贵阳市,贵州省,106,34,25,26,46,45,3131,60,3
520123000000G168015874000,贵州修文县瑞泽精工铸造有限公司,修文县,贵阳市,贵州省,106,34,30,26,48,41,3210,9200,3
520123000000G168018517500,贵州通邦农业科技有限公司,修文县,贵阳市,贵州省,106,42,44,26,49,52,1320,3000,3
520123000000G168018829600,贵州盛华鑫耐火材料有限公司,修文县,贵阳市,贵州省,106,43,48,26,48,47,3169,600,3
520123000000G168395398500,贵州乔本保温建材工程有限公司,修文县,贵阳市,贵州省,106,41,54,26,48,24,3139,3,3
520123000000G168395981800,贵阳市修文县亿霖碳化硅制品有限公司,修文县,贵阳市,贵州省,106,40,19,26,54,22,3199,40,3
520123000000G168397707100,修文县华兴塑料包装有限公司,修文县,贵阳市,贵州省,106,35,22,26,44,4,3148,150,3
520123000000G168397821800,修文县鸿泰工业陶瓷有限公司,修文县,贵阳市,贵州省,106,37,25,26,52,20,3169,50,3
520123000000G168840549400,贵州家益升饲料有限公司,修文县,贵阳市,贵州省,106,42,39,26,50,43,1391,411,3
520123000000G168842569800,贵州海清电力成套设备有限公司,修文县,贵阳市,贵州省,106,36,33,26,51,17,3929,800,3
520123000000G169754925400,修文县永成陶粒厂,修文县,贵阳市,贵州省,106,37,42,26,52,49,3169,54,3
520123000000G170960104900,贵阳利尔建材有限公司,修文县,贵阳市,贵州省,106,41,36,26,52,24,3111,939,3
520123000000G170960121700,修文县久长耐火材料厂,修文县,贵阳市,贵州省,106,40,42,26,54,9,3169,12.6,3
520123000000G170960143600,修文县荣利达水泥厂,修文县,贵阳市,贵州省,106,40,54,26,52,10,3111,576,3
520123000000G170960155900,修文县白华矿产经营部,修文县,贵阳市,贵州省,106,35,16,26,47,40,1011,30,3
520123000000G170960162000,贵州三利矿业有限公司,修文县,贵阳市,贵州省,106,28,32,26,58,12,610,620,3
520123000000G172210442600,贵州光正制药有限责任公司,修文县,贵阳市,贵州省,106,43,9,26,52,4,2720,7300,3
520123000000G172211616000,贵州省修文县天利耐火材料厂,修文县,贵阳市,贵州省,106,36,11,26,50,24,3169,60,3
520123000000G172211669700,贵州和仁堂药业有限公司,修文县,贵阳市,贵州省,106,43,40,26,50,2,2740,12538,3
520123000000G172216771800,贵阳德昌祥药业有限公司,修文县,贵阳市,贵州省,106,43,30,26,49,56,2740,28604,3
520123000000G172216833100,贵州奇峰工贸有限责任公司,修文县,贵阳市,贵州省,106,40,56,26,55,19,3111,1279.36,3
520123000000G172217893500,贵阳倍隆化工有限公司,修文县,贵阳市,贵州省,106,40,46,26,49,46,2663,2300,3
520123000000G173095810600,修文县谷堡木厂铝矿煅烧厂,修文县,贵阳市,贵州省,106,30,14,26,49,16,3169,50,3
520123000000G173096566400,贵州恒和制药有限公司,修文县,贵阳市,贵州省,106,43,49,26,50,6,2730,1250,3
520123000000G174110195X00,贵阳修文县贵华矿产品加工厂,修文县,贵阳市,贵州省,106,28,10,26,56,9,1011,120,3
520123000000G174111194700,贵阳惠通塑料有限公司,修文县,贵阳市,贵州省,106,40,31,26,49,13,3020,93,3
520123000000G174112502x00,贵阳久长建材有限公司,修文县,贵阳市,贵州省,106,41,12,26,56,51,3111,1260,3
520123000000G174113645800,修文县闽航页岩机砖厂,修文县,贵阳市,贵州省,106,39,6,26,53,3,3131,315,3
520123000000G174114132900,修文县龙场镇平地砖厂,修文县,贵阳市,贵州省,106,38,29,26,52,17,3131,120,3
520123000000G174570585700,贵阳市修文县鸿鑫水泥厂,修文县,贵阳市,贵州省,106,34,46,26,50,35,3111,1170,3
520123000000G174572121600,修文县渝鑫水泥制造有限公司,修文县,贵阳市,贵州省,106,41,27,26,51,26,1011,40,3
520123000000G174572361700,修文天成热陶瓷有限公司,修文县,贵阳市,贵州省,106,37,19,26,47,20,3169,80,3
520123000000G175016022200,贵阳双辉钢铁有限公司,修文县,贵阳市,贵州省,106,34,13,26,51,15,3210,1295,3
520123000000G175016073200,贵州修文盛源耐火材料有限公司,修文县,贵阳市,贵州省,106,41,47,26,51,28,3169,80,3
520123000000G175017286400,贵州省贵阳市修文县扎佐大丫口煤矿,修文县,贵阳市,贵州省,106,42,40,26,52,32,610,350,3
520123000000G175536212200,修文县勇军耐火材料厂,修文县,贵阳市,贵州省,106,39,14,26,50,18,3169,40,3
520123000000G175536660900,修文县扎佐镇螺狮山砂石厂,修文县,贵阳市,贵州省,106,42,8,26,52,49,1011,12,3
520123000000G175538009900,贵阳市修文华宏冶炼有限公司,修文县,贵阳市,贵州省,106,40,16,26,54,32,2613,3300,3
520123000000G175538056600,修文县国康水泥厂,修文县,贵阳市,贵州省,106,26,5,26,59,16,3111,585,3
520123000000G175538313400,贵州省修文鼎鑫电冶有限公司,修文县,贵阳市,贵州省,106,36,33,26,51,14,3240,1380,3
520123000000G176136029700,贵州省诺亚精工铸造有限公司,修文县,贵阳市,贵州省,106,38,55,26,52,42,3210,2574.8,3
520123000000G176138413300,贵阳金昌精密铸造有限公司,修文县,贵阳市,贵州省,106,35,21,26,47,40,3210,1650,3
520123000000G176139306400,修文县六广镇丁家寨煤矿,修文县,贵阳市,贵州省,106,28,48,27,0,21,610,1280,3
520123000000G176139977300,修文县六广镇黔丰煤矿,修文县,贵阳市,贵州省,106,28,43,26,59,46,610,1100,3
520123000000G176605349900,修文县谷堡乡天治煤矿,修文县,贵阳市,贵州省,106,27,45,26,49,27,610,2000,3
520123000000G176605930500,贵阳市修文县六广镇大桥沟煤矿,修文县,贵阳市,贵州省,106,27,14,27,58,8,610,650,3
520123000000G176606943100,修文县鲁黔磨料有限公司,修文县,贵阳市,贵州省,106,39,29,26,50,13,3169,140,3
520123000000G177056631500,修文县金星水泥厂,修文县,贵阳市,贵州省,106,39,53,26,50,5,3111,1120,3
520123000000G177057756x00,贵州宇丰熔料有限公司,修文县,贵阳市,贵州省,106,40,55,26,49,39,3111,1488,3
520123000000G177059685900,修文县龙场镇盘龙山砂石厂,修文县,贵阳市,贵州省,106,39,43,26,52,2,1011,48,3
520123000000G177530231100,中陶支撑剂(贵州)有限公司,修文县,贵阳市,贵州省,106,40,49,26,49,46,3169,812,3
520123000000G177530664600,贵州科健建材有限责任公司,修文县,贵阳市,贵州省,106,39,50,26,52,29,3169,350,3
520123000000G177532985600,修文县龙场镇马关砂石厂,修文县,贵阳市,贵州省,106,39,5,25,52,13,1011,9,3
520123000000G177534196x00,修文县银星磨料有限公司,修文县,贵阳市,贵州省,106,12,30,26,16,20,3240,982.4,3
520123000000G178546243100,修文县新元实业有限公司,修文县,贵阳市,贵州省,106,40,28,26,48,57,4430,55,3
520123000000G179525340600,贵州修文华航冶炼有限公司,修文县,贵阳市,贵州省,106,37,9,26,50,53,3240,4960,3
520123000000G1C1286792300,修文县六屯乡茶二岩砂石厂,修文县,贵阳市,贵州省,106,50,26,26,58,24,1011,20,3
520123000000G1J1286543400,修文县锦文砂石厂,修文县,贵阳市,贵州省,106,27,45,26,58,36,1011,15,3
520123000000G1L1286099100,修文县龙场镇祖师殿砂石厂,修文县,贵阳市,贵州省,106,34,45,26,48,5,1011,60,3
520123000000G1L1286523100,修文县龙场镇嘉盛耐火材料厂,修文县,贵阳市,贵州省,106,38,38,26,47,45,3169,96,3
520123000000G1L1286527400,修文县久长镇环山坡采石场,修文县,贵阳市,贵州省,106,43,26,26,56,46,1011,10,3
520123000000G1L1287892100,修文县谷堡水口采石场,修文县,贵阳市,贵州省,106,27,4,26,49,34,1011,20,3
520123000000G1L1289761200,贵阳市修文县龙场镇军民财惠采石厂,修文县,贵阳市,贵州省,106,38,42,26,52,51,1011,30,3
520123000000G1L2100290500,修文县龙场镇狮子山预制板厂,修文县,贵阳市,贵州省,106,37,32,26,52,28,3122,15,3
520123000000G1L2100742300,修文县龙场镇众磊砂石厂,修文县,贵阳市,贵州省,106,38,0,26,25,11,1011,32,3
520123000000G1L2100788800,修文县扎佐镇三元老鹰山砂厂,修文县,贵阳市,贵州省,106,42,55,26,49,13,1011,30,3
520123000000G1L2100809800,修文县邦贵耐火材料厂,修文县,贵阳市,贵州省,106,36,21,26,47,28,3169,75,3
520123000000G1L2101318800,修文县六桶乡利民砂石厂,修文县,贵阳市,贵州省,106,26,50,27,4,39,1011,25,3
520123000000G1L2101323500,修文县六屯乡李雪翔砂石厂,修文县,贵阳市,贵州省,106,50,5,26,55,25,1011,25,3
520123000000G1L2101380700,修文县龙场镇陈家寨砂石厂,修文县,贵阳市,贵州省,106,35,30,26,48,54,1011,6,3
520123000000G1L2102698200,修文县鼎屹矿产品经营部,修文县,贵阳市,贵州省,106,51,18,26,55,24,1000,160,3
520123000000G1L2104810200,修文县龙场镇兴隆耐火材料厂,修文县,贵阳市,贵州省,106,36,37,26,47,39,3169,98,3
520123000000G1L2104813700,修文县龙场镇龙腾煅烧厂,修文县,贵阳市,贵州省,106,36,21,26,47,28,3169,10.5,3
520123000000G1L2104826800,修文县龙场镇庆德铝矿煅烧厂,修文县,贵阳市,贵州省,106,36,21,26,47,28,3169,80,3
520123000000G1L2104851600,修文县龙场镇磨阳坡煅烧厂,修文县,贵阳市,贵州省,106,35,8,26,48,48,3169,70,3
520123000000G1L2826123X00,修文县马口邵落坡砂厂,修文县,贵阳市,贵州省,106,34,53,26,47,7,1011,35,3
520123000000G1x2236803300,修文县黔丰红砖制造有限公司,修文县,贵阳市,贵州省,106,38,30,26,53,4,3131,130,3
520123000000G1X2236809200,贵州省修文县大友耐火材料厂,修文县,贵阳市,贵州省,106,36,47,26,47,36,3169,80,3
520123000000G1X2236813X00,贵阳市修文小营页岩砖厂,修文县,贵阳市,贵州省,106,40,26,26,52,47,3131,220,3
520123000000G1x2236843900,修文县荣达矿产品厂,修文县,贵阳市,贵州省,106,36,34,26,51,28,3199,87,3
520123000000G1X2236862300,修文县白泥田铝矿煅烧厂,修文县,贵阳市,贵州省,106,31,24,26,51,14,3169,50,3
520123000000G1x2236891400,贵阳市修文德荣水泥厂,修文县,贵阳市,贵州省,106,34,16,26,51,31,3111,1200,3
520123100001G1520123G0105,修文县城南汽车修理部,修文县,贵阳市,贵州省,106,36,5,26,50,24,3726,12,3
520123100001G174573871200,修文宏达汽车二保场,修文县,贵阳市,贵州省,106,36,5,26,50,24,3726,50,3
520123100002G1L1288785200,修文县南方汽车修理厂,修文县,贵阳市,贵州省,106,36,5,26,50,24,3726,50,3
520123100003G121576130900,贵州省修文县商贸公司,修文县,贵阳市,贵州省,106,36,5,26,50,24,1351,15,3
520123100003G1520123G0106,修文县龙场镇刘卫兴旺汽车二保场,修文县,贵阳市,贵州省,106,36,5,26,50,24,3726,10,3
520123100004G170960168x00,贵阳市修文时新汽车修理厂,修文县,贵阳市,贵州省,106,36,5,26,50,49,3726,24,3
520123100201G177531029000,贵州同济堂制药有限公司,修文县,贵阳市,贵州省,106,35,14,25,51,20,2730,44376,2
520123100203G175538313400,贵州省修文鼎鑫电冶有限公司,修文县,贵阳市,贵州省,106,36,33,26,51,14,3240,68856,2
520123100204G162220117300,贵州四达矿产有限公司,修文县,贵阳市,贵州省,106,35,30,26,49,50,3169,3000,2
520123100206G174570585700,贵阳市修文县鸿鑫水泥厂,修文县,贵阳市,贵州省,106,34,13,26,50,0,3111,873,3
520123100207G170960116100,贵州联宇食品有限公司,修文县,贵阳市,贵州省,106,34,31,26,51,14,1462,44,3
520123100207G175016022200,贵阳双辉钢铁有限公司,修文县,贵阳市,贵州省,106,34,31,26,51,54,3210,13350,3
520123100207G1X2236891400,贵阳市修文德荣水泥厂,修文县,贵阳市,贵州省,106,36,11,26,50,24,3111,840,3
520123100213G121576108500,贵州省修文县三角山水泥厂,修文县,贵阳市,贵州省,106,35,37,26,49,9,3111,2058,3
520123100213G1520123G0008,修文县龙场镇磨阳坡煅烧厂,修文县,贵阳市,贵州省,106,35,37,26,49,9,3169,5.2,3
520123100213G1520123G0031,贵阳市修文县龙场镇鑫盛装饰材料厂,修文县,贵阳市,贵州省,106,35,37,26,49,9,3147,4,3
520123100214G178546808300,贵州修文县欣盛冶炼铸造有限公司,修文县,贵阳市,贵州省,106,34,41,26,48,44,3210,5250,3
520123100215G121462355300,贵铝工贸一矿分公司,修文县,贵阳市,贵州省,106,34,41,26,47,54,3169,120,3
520123100215G1520123G0007,修文县邦贵耐火材料厂,修文县,贵阳市,贵州省,106,34,41,26,47,54,3169,90,3
520123100215G1520123G0009,修文县龙场镇龙腾煅烧厂,修文县,贵阳市,贵州省,106,34,41,26,47,54,3169,50.4,3
520123100215G1520123G0014,修文县龙场镇庆德铝矿煅烧厂,修文县,贵阳市,贵州省,106,34,41,26,47,54,3169,30,3
520123100215G1520123G0015,修文长隆工贸有限公司,修文县,贵阳市,贵州省,106,34,41,26,47,54,3169,24,3
520123100215G174570093300,贵阳市新宇冶业有限公司,修文县,贵阳市,贵州省,106,34,41,26,47,54,3210,2100,3
520123100215G176137605300,修文天河铝矿煅烧厂,修文县,贵阳市,贵州省,106,34,41,26,47,54,3169,20.8,3
520123100215G176138413300,贵阳修文金阳冶业有限公司,修文县,贵阳市,贵州省,106,34,41,26,47,54,3210,2459,3
520123100217G1520123G0011,修文县龙场镇学荣铝矿煅烧厂,修文县,贵阳市,贵州省,106,34,30,26,45,49,3169,20,3
520123100217G1520123G0013,修文县龙场镇青岗山铝矿煅烧厂,修文县,贵阳市,贵州省,106,34,30,26,45,49,3169,40.5,3
520123100218G1520123G0011,修文县龙场镇学荣铝矿煅烧厂,修文县,贵阳市,贵州省,106,34,30,26,45,49,3169,20,3
520123100225G175536212200,修文县勇军耐火材料厂,修文县,贵阳市,贵州省,106,38,40,26,50,42,3169,70,3
520123100225G176606943100,修文县鲁黔磨料有限公司,修文县,贵阳市,贵州省,106,38,40,26,50,42,3100,162,3
520123100226G121576069900,贵州省修文县耐火材料厂,修文县,贵阳市,贵州省,106,39,22,26,49,9,3169,100,3
520123100226G1520123G0010,贵阳市修文县永兴耐火材料厂,修文县,贵阳市,贵州省,106,39,22,26,49,9,3169,60,3
520123100226G177056531500,修文县金星水泥厂,修文县,贵阳市,贵州省,106,39,22,26,49,9,3111,672,3
520123100227G177531173600,修文县湘黔耐火材料厂,修文县,贵阳市,贵州省,106,38,54,26,48,10,3169,28,3
520123100227G1L1286523100,修文县龙场镇嘉盛耐火材料厂,修文县,贵阳市,贵州省,106,38,54,26,48,10,3169,24,3
520123100227G1L1287878800,修文县龙场镇高仓村响鼓坡矿产经营部,修文县,贵阳市,贵州省,106,38,54,26,48,10,3169,60,3
520123100228G121576029300,贵州省修文县小山耐火材料厂,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,31,3
520123100228G1520123G0005,修文县龙场镇先华矿产品经营部,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,72,3
520123100228G1520123G0006,修文县小山昌志铝矿煅烧厂,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,160,3
520123100228G1520123G0012,修文县龙场镇兴隆耐火材料厂,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,104,3
520123100228G1520123G0107,修文县洪发耐火材料厂,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,17,3
520123100228G173095383100,修文县小山兴盛矿产经营部,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,160,3
520123100228G173663378300,修文天成耐火材料厂,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,55,3
520123100228G174572605X00,修文县众信铝矿煅烧厂,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,70,3
520123100228G177056480600,修文县伟胜矿产加工经营部,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,312,3
520123100228G1L1286864300,修文县龙场镇德良矿产经营部,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,91.8,3
520123100228G1X2236801700,修文县忠树铝矿煅烧厂,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,100,3
520123100228G1X2236809200,贵州省修文县大友耐火材料厂,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,60,3
520123100228G1X2236819900,修文县小山矿产品加工厂,修文县,贵阳市,贵州省,106,37,30,26,48,54,3169,3.6,3
520123100229G179525340600,贵州修文华航冶炼有限公司,修文县,贵阳市,贵州省,106,36,23,26,51,14,3240,9500,2
520123100230G121576120200,修文县幸福砖厂,修文县,贵阳市,贵州省,106,37,30,26,51,52,3131,120,3
520123100230G166295535900,修文县新世纪生物科技有限公司,修文县,贵阳市,贵州省,106,37,30,26,51,52,2600,24,3
520123100230G170960157500,修文县马家桥砖厂,修文县,贵阳市,贵州省,106,37,30,26,51,52,3131,120,3
520123100230G176605606700,贵阳宏远耐火材料厂,修文县,贵阳市,贵州省,106,37,30,26,51,14,3169,35,3
520123100231G121576002300,贵州省修文联合铁厂,修文县,贵阳市,贵州省,106,38,1,26,52,54,3210,1243,3
520123100231G121576008200,修文县宏华水泥厂,修文县,贵阳市,贵州省,106,38,1,26,52,54,3111,1500,3
520123100231G121576125300,修文县福贵冶炼有限公司,修文县,贵阳市,贵州省,106,38,1,26,52,54,3210,2800,3
520123100231G121576134100,贵阳市修文南方水泥厂,修文县,贵阳市,贵州省,106,38,1,26,52,54,3111,430,3
520123100231G121576199000,贵州省修文县对门山砖厂,修文县,贵阳市,贵州省,106,38,1,26,52,54,3131,200,3
520123100231G162220302100,贵州文德矿冶有限公司,修文县,贵阳市,贵州省,106,38,1,26,52,54,3240,578,3
520123100231G170960164700,修文县龙场镇何家湾砖厂,修文县,贵阳市,贵州省,106,38,1,26,52,54,3131,17,3
520123100231G1L1286432700,修文县盘家湾砖厂,修文县,贵阳市,贵州省,106,38,1,26,52,54,3131,18,3
520123100231G1X2236824400,修文县毛冲坝砖厂,修文县,贵阳市,贵州省,106,38,1,26,52,54,3131,102,3
520123100231G1X2236828700,修文县马家桥白莲杨家湾砖厂,修文县,贵阳市,贵州省,106,38,1,26,52,54,3131,22,3
520123100233G174113645800,修文县闽航页岩机砖厂,修文县,贵阳市,贵州省,106,38,30,26,53,4,3131,18,3
520123100233G176136029700,贵州省修文县诺亚矿业有限公司,修文县,贵阳市,贵州省,106,38,30,26,53,4,3210,2800,3
520123100234G170960101400,贵州修文坤泰绿色有限公司,修文县,贵阳市,贵州省,106,40,9,26,53,34,3131,45,3
520123100235G121576046100,贵州省修文县铁合金厂,修文县,贵阳市,贵州省,106,39,40,26,52,29,3210,6300,2
520123100235G175017947600,修文县马关村砖厂,修文县,贵阳市,贵州省,106,39,40,26,52,29,3131,60,3
520123100236G170960104900,贵阳利尔建材有限公司,修文县,贵阳市,贵州省,106,39,50,26,52,29,3111,1350,3
520123100236G170960143600,修文县荣利达水泥厂,修文县,贵阳市,贵州省,106,39,54,26,52,29,3111,380,3
520123100236G175019465X00,贵州龙翔能源(集团)有限公司,修文县,贵阳市,贵州省,106,39,50,26,52,29,3732,2200,3
520123100236G1X2236813x00,贵阳市修文小营页岩砖厂,修文县,贵阳市,贵州省,106,39,50,26,52,29,3131,255,3
520123101001G1520123G0001,修文县扎佐镇徐明贵屠宰场,修文县,贵阳市,贵州省,106,43,9,26,52,4,1351,6,3
520123101003G121443177000,贵州长生药业有限责任公司,修文县,贵阳市,贵州省,106,43,9,26,52,4,2740,500,3
520123101003G121447039000,贵州绿太阳制药有限公司,修文县,贵阳市,贵州省,106,43,9,26,52,4,2740,3456,2
520123101003G1520123G0051,修文县环球塑料型材厂,修文县,贵阳市,贵州省,106,44,14,26,49,40,3020,35,3
520123101003G172210442600,贵州光正制药有限责任公司,修文县,贵阳市,贵州省,106,43,9,26,52,4,2720,5000,2
520123101003G172211669700,贵州和仁堂药业有限公司,修文县,贵阳市,贵州省,106,43,9,26,52,4,2740,5036.2,2
520123101003G172216771800,贵阳德昌祥药业有限公司,修文县,贵阳市,贵州省,106,43,9,26,52,4,2740,18505,2
